行政區,地址,樓層,型態,主要用途,房間,客廳,衛浴,有無傢俱,租金,車位類別,備註,出租型態,有無管理員,有無電梯,附屬設備
大肚區,臺中市大肚區遊園路一段７０巷１弄９之３號,四層,公寓(5樓含以下無電梯),住家用,3,2,1,有,13000,,社會住宅包租代管案件租金市價打9折。,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱
南區,臺中市南區工學北路８６號１０樓之６,十層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,7500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
南區,臺中市南區建成路１５６７號七樓之２,七層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,6000,,,獨立套房,有,有,冷氣、熱水器、冰箱
西區,臺中市西區大墩十二街２７號,一層,店面(店鋪),住商用,1,2,2,無,16900,,租賃建物部分範圍，且未計入共有部分面積；,,無,有,
西區,臺中市西區民權路３１４巷１１號２樓,二層,辦公商業大樓,商業用,2,0,0,無,25000,,此戶為分戶出租租金總額含稅；租賃建物部分範圍，且未計入共有部分面積；,,有,有,
東區,臺中市東區建成路６１８號,全,透天厝,住宅,0,2,1,無,18000,,含增建或未登記建物；,,無,無,
西區,臺中市西區中美街４１９之３號,一層,店面(店鋪),住商用,6,1,4,無,19000,,此物件僅承租1樓店面多人共同承租2；,,無,無,冷氣
西區,臺中市西區中美街４１９-３號,全,透天厝,住商用,6,1,4,無,26000,,此物件僅承租2-4樓多人共同承租2；,分層出租,無,無,
東區,臺中市東區大智路２０９號,見其他登記事項,店面(店鋪),住商用,8,2,3,無,38000,,,,無,無,
北區,臺中市北區健行路１７４號３樓之４,三層,華廈(10層含以下有電梯),住家用,1,0,1,有,8700,,社會住宅包租代管公會版4期1028,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
北屯區,臺中市北屯區文心路四段８２１號１６樓之１,十六層,住宅大樓(11層含以上有電梯),住家用,2,1,1,有,13000,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、瓦斯或天然氣
北屯區,臺中市北屯區崇德十六路１８２號六樓之７,六層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,23768,坡道平面,租金已扣除管理費2232元,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
北區,臺中市北區英士路４６巷１３之３號,四層,公寓(5樓含以下無電梯),住家用,4,1,2,有,9100,,社會住宅包租代管公會版41期856門牌整編後：台中市北區英士路106巷13之3號多人共同承租2；,整棟(戶)出租,無,無,冷氣、熱水器、冰箱、瓦斯或天然氣
北區,臺中市北區北平路一段７２之４號,五層,華廈(10層含以下有電梯),住家用,3,2,2,有,25000,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北區,臺中市北區美德街３２號,全,透天厝,店舖、住宅、樓梯間、停車空間、人行道,12,0,12,有,7500,,租金總額含網路費；其他網路電視；,分租套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
北屯區,臺中市北屯區文心路四段２８８號六樓之２５,六層,住宅大樓(11層含以上有電梯),住家用,2,1,2,有,27000,坡道平面,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視
西屯區,臺中市西屯區國安一路２１０巷３號十二樓之１,十二層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,20000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區甘肅路一段２１２號,一層,店面(店鋪),住商用,3,1,2,無,18000,,,,無,無,
西屯區,臺中市西屯區甘肅路一段２１２號,二層,公寓(5樓含以下無電梯),住商用,3,1,2,無,15000,,,分層出租,無,無,冷氣
西屯區,臺中市西屯區西屯路二段上石南八巷２７號,一層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,20868,坡道機械,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區惠弘街１６０號十六樓之１,十六層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,21500,,社會住宅包租代管公會版41期多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區文華路１３８巷８號七樓之１,七層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,5213,,租金總額含網路費；其他第四台；,獨立套房,有,有,冷氣、熱水器、電視機、冰箱、網路
南屯區,臺中市南屯區大英街１０２-２號,全,透天厝,人行道、店舖、停車空間、住宅、樓梯間,14,0,14,有,13800,,租金總額含網路費；其他網路電視；,分租套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
南屯區,臺中市南屯區保安十街１５０號５樓之１８,五層,華廈(10層含以下有電梯),寄宿舍,1,0,1,有,15500,,多人共同承租2；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
西屯區,臺中市西屯區寶慶街１８巷１９號１１樓,十一層,住宅大樓(11層含以上有電梯),集合住宅、機械室,2,1,1,有,24000,坡道平面,租金總額含管理費；其他車位；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
西屯區,臺中市西屯區成都路１１４號４樓之１,四層,華廈(10層含以下有電梯),辦公室,1,0,1,有,7500,,續租案件；,獨立套房,無,有,冷氣、熱水器、電視機、冰箱
西屯區,臺中市西屯區寧夏東五街２８號三樓,三層,華廈(10層含以下有電梯),住宅,4,1,4,有,10300,,租金總額含管理費；水費；網路費；其他第四台；租賃建物部分範圍，且未計入共有部分面積；續租案件；,分租套房,無,有,洗衣機
西屯區,臺中市西屯區逢甲路７５巷２８號六樓之２１,六層,華廈(10層含以下有電梯),住家用,1,0,1,有,10000,,台中市政府包租代管計畫。續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南屯區,臺中市南屯區干城街１４５巷１１弄１０號,全,透天厝,住宅,0,0,0,無,26169,,,,無,無,冷氣
南屯區,臺中市南屯區干城街１４５巷１１弄１０號,全,透天厝,住宅,4,0,2,無,19000,,,分層出租,無,無,冷氣
豐原區,臺中市豐原區豐東路１６８巷６１弄９號,全,透天厝,住商用,4,3,2,有,23000,,含增建或未登記建物；,整棟(戶)出租,無,無,熱水器、瓦斯或天然氣
豐原區,臺中市豐原區向陽路４８之８號,一層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,6800,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
豐原區,臺中市豐原區南陽路綠山巷７弄１００號四樓之８,四層,華廈(10層含以下有電梯),集合住宅,1,0,1,有,8500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
豐原區,臺中市豐原區向陽路１７３巷１１３號三樓之１,三層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,15000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、瓦斯或天然氣
清水區,臺中市清水區建國路１２６號四樓之一,四層,住宅大樓(11層含以上有電梯),住家用,3,2,2,無,15000,,社會住宅包租代管公會版4期174-2續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
清水區,臺中市清水區港都路７號十二樓之３,十二層,住宅大樓(11層含以上有電梯),集合住宅,3,1,2,有,28500,坡道平面,租金總額含管理費；其他含2.11%二代健保費及10%租賃所得；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
清水區,臺中市清水區大勇路１３２號三樓之５,三層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,15000,,多人共同承租2；租金總額含管理費；網路費；未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路
梧棲區,臺中市梧棲區四維中路３３６號四樓之３,四層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,18000,坡道平面,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路
清水區,臺中市清水區大勇路１３６號五樓之５,五層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,18000,坡道平面,租金總額含管理費；網路費；其他含清潔費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路
霧峰區,臺中市霧峰區中正路５２３號六樓之２,六層,華廈(10層含以下有電梯),集合住宅,4,0,4,有,7000,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區中正路５２３號十樓之８,十層,華廈(10層含以下有電梯),集合住宅、機電設備空間,4,0,4,有,7500,,多人共同承租2；租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區中正路５２３號三樓之３,三層,華廈(10層含以下有電梯),集合住宅,4,0,4,有,7000,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
太平區,臺中市太平區中山路三段５３巷４３之５號,五層,公寓(5樓含以下無電梯),集合住宅,2,1,1,有,14500,,續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
太平區,臺中市太平區永平南路４５號二樓之３,二層,華廈(10層含以下有電梯),辦公室,1,0,1,有,4200,,含增建或未登記建物；續租案件；,獨立套房,有,有,冷氣、熱水器、電視機、冰箱、網路
太平區,臺中市太平區中山路三段６０巷１９號,全,透天厝,住宅、梯間,4,2,2,有,28000,,台中市政府包租代管計畫。續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、瓦斯或天然氣
太平區,臺中市太平區環中東路三段４９９巷９號,全,透天厝,住宅、停車空間,5,2,3,有,31500,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
龍井區,臺中市龍井區中央路一段３巷１７８號三樓,三層,華廈(10層含以下有電梯),住家用,2,2,1,無,11500,,,整棟(戶)出租,有,有,冷氣、熱水器
龍井區,茄投段425-1地號,,其他,,0,0,0,無,48500,,含增建或未登記建物；租賃期間有約定不同租金114/10/1-114/12/31間，茄投段425-1號部分土地約10坪仍由房東使用，故租金為45800元/月。另422-1地號約3坪土地未出租。；,,,,
南區,臺中市南區建國南路二段１５５號１１樓之１,十一層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,無,17000,坡道平面,建物謄本共計2個車位，建物登記含有2個車位面積，僅租賃謄本其中一個車位續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
東區,臺中市東區精武路９１巷１６號,全,透天厝,住商用,6,0,6,有,7000,,租金總額含網路費；其他網路電視；,分租套房,無,無,冷氣、熱水器、電視機、冰箱、網路
東區,臺中市東區東光園路１５９號,一層,店面(店鋪),住商用,6,1,4,無,19990,坡道平面,車位面積無法分算,,無,無,
東區,臺中市東區玉皇街６８巷２號３樓之２,三層,公寓(5樓含以下無電梯),住家用,3,1,1,有,10000,,社會住宅包租代管案件租金市價打9折。,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區文心路四段６７２號１６樓之１６,十六層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,8000,,,獨立套房,有,有,冷氣、熱水器、電視機、冰箱
北區,臺中市北區進化北路３１７號等公共設施 B３-８０,,其他,,0,0,0,無,2350,坡道機械,其他車位清潔費；續租案件；,,,,
北區,臺中市北區進化北路３１７號１３樓之７,十三層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,18500,,多人共同承租2；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北區,臺中市北區崇德路一段４５２號５樓之３,五層,住宅大樓(11層含以上有電梯),住家用,2,2,1,有,15000,,多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區太原路三段１３６９號九樓之２,九層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,20000,,未租賃車位，建物登記含有車位面積；續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
北屯區,臺中市北屯區崇德五路１４６巷２０號３樓,三層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,26000,,,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
北屯區,臺中市北屯區瀋陽路一段８２之５號３樓,三層,華廈(10層含以下有電梯),住家用,3,2,2,有,19200,,社會住宅包租代管案件租金市價打8折。此租約訂定金額不含管理費，費用為承租人另行支付。,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、瓦斯或天然氣
北區,臺中市北區太原八街９７號４樓之１４,四層,華廈(10層含以下有電梯),住家用,1,1,1,有,11000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北屯區,臺中市北屯區文心路四段６７２號１４樓之９,十四層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,7800,,,獨立套房,有,有,冷氣、熱水器、電視機、冰箱
北屯區,臺中市北屯區敦富一街１８７號１２樓之３,十二層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,無,20000,,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。未租賃車位，建物登記含有車位面積；續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、瓦斯或天然氣
北屯區,臺中市北屯區熱河路二段７９號,見其他登記事項,住宅大樓(11層含以上有電梯),住商用,0,0,0,無,16000,,租賃建物部分範圍，且未計入共有部分面積；,,有,有,熱水器、瓦斯或天然氣
北屯區,臺中市北屯區熱河路二段７９號,見其他登記事項,住宅大樓(11層含以上有電梯),住商用,0,0,0,無,16000,,租賃建物部分範圍，且未計入共有部分面積；,分層出租,有,有,熱水器、瓦斯或天然氣
北區,臺中市北區北平路二段５號７樓之１３,七層,華廈(10層含以下有電梯),住家用,1,1,1,有,9000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視
西屯區,臺中市西屯區西安街４７巷１２之１號,二層,公寓(5樓含以下無電梯),住家用,3,1,1,有,16000,,社會住宅包租代管案件租金市價打9折。續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱
西屯區,臺中市西屯區福科路１４６號,一層,店面(店鋪),店舖、住宅,0,2,2,無,140000,坡道平面,,,有,有,
西屯區,臺中市西屯區工業區一路５８巷１０弄５３號,見其他登記事項,住宅大樓(11層含以上有電梯),住商用,1,2,2,無,27800,坡道平面,租金總額含管理費；,,有,有,熱水器、瓦斯或天然氣
西屯區,臺中市西屯區中清西二街８６號３樓之２,三層,華廈(10層含以下有電梯),住家用,3,2,2,有,18800,,,整棟(戶)出租,有,有,冷氣、熱水器、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區櫻城二街８號４樓之１２,四層,華廈(10層含以下有電梯),住家用,1,1,1,有,5500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區西安街２２７巷２５弄２號３樓之２９,三層,華廈(10層含以下有電梯),住家用,1,0,1,有,8000,,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南屯區,臺中市南屯區大進街４３０號五樓之１,五層,華廈(10層含以下有電梯),住家用,1,1,1,有,8900,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區櫻花路３０號４樓之１０,四層,華廈(10層含以下有電梯),住家用,1,0,1,有,5000,,社會住宅包租代管公會版4期166-2續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南屯區,臺中市南屯區向心路１０９號８樓之１５,八層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,9000,,此為台中市政府社會住宅包租代管計畫。管理費1000元由出租人負擔。,獨立套房,有,有,冷氣、熱水器、電視機、冰箱
西屯區,臺中市西屯區文心路三段６號二十二樓之６,二十二層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,20000,,租金總額含管理費；續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
豐原區,臺中市豐原區豐原大道四段１５１號,全,透天厝,人行道、店舖、住宅、梯間、停車空間,0,0,0,有,14000,,,,無,有,冷氣
梧棲區,臺中市梧棲區四維中路８之３號６樓之５,六層,住宅大樓(11層含以上有電梯),集合住宅,2,2,2,有,17000,,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。多人共同承租2；租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣
潭子區,臺中市潭子區圓通南路１４７號,全,透天厝,人行道、店舖、住房、停車空間、儲藏室,6,0,6,有,9000,坡道平面,承租車位為機車位3-1租賃建物部分範圍，且未計入共有部分面積；,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３８號４樓之六４１２房,四層,華廈(10層含以下有電梯),集合住宅,2,0,2,有,6500,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３８號２樓之七２１５房,二層,華廈(10層含以下有電梯),集合住宅,3,0,3,有,7000,,多人共同承租1；租金總額含網路費；,分租雅房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３０號二樓G２０２房,全,透天厝,店舖、住宅、人行道、樓梯間,6,0,6,有,5800,,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,分租套房,有,無,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３８號２樓之二２０３房,二層,華廈(10層含以下有電梯),集合住宅,2,0,2,有,6500,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３８號４樓之七４１５房,四層,華廈(10層含以下有電梯),集合住宅,3,0,3,有,6500,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
霧峰區,臺中市霧峰區樹仁路１３８號８樓之二８０３房,八層,華廈(10層含以下有電梯),集合住宅,2,0,2,有,6500,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
烏日區,臺中市烏日區高鐵路二段１４２號十三樓之８,十三層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,19000,,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
烏日區,臺中市烏日區三榮北路１２８號三樓之１,三層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,無,25000,坡道平面,多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱
太平區,臺中市太平區中山路二段１５４巷４８弄１５號,全,透天厝,住家用,3,2,1,有,15000,,社會住宅包租代管案件租金市價打8折。,整棟(戶)出租,無,無,熱水器、洗衣機、電視機、冰箱
太平區,臺中市太平區新福路８８６號５樓之３,五層,住宅大樓(11層含以上有電梯),集合住宅,3,1,2,有,18000,坡道平面,多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
太平區,臺中市太平區新平路二段５５巷３號,一層,其他,住家用,2,1,1,無,16000,,社會住宅包租代管案件租金市價打9折。續租案件；,整棟(戶)出租,無,無,熱水器
龍井區,臺中市龍井區中央路二段２６８巷８弄１２號２樓之１,二層,華廈(10層含以下有電梯),住家用,3,2,2,有,12000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機
龍井區,臺中市龍井區新興路４５巷７號三樓之１,三層,公寓(5樓含以下無電梯),住家用,1,0,1,有,4000,,社會住宅包租代管案件租金市價打9折。,獨立套房,無,無,冷氣、熱水器、電視機、冰箱
中區,臺中市中區大誠街７８號１２樓之４,十二層,住宅大樓(11層含以上有電梯),住家用,2,1,2,有,16000,,房屋租金16000/月，管理費1200/月,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西區,臺中市西區模範街３５號３樓之２,三層,華廈(10層含以下有電梯),集合住宅,3,2,2,無,22000,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器
南區,臺中市南區東興路一段１６號６樓之３,六層,住宅大樓(11層含以上有電梯),集合住宅,2,0,2,有,9500,,619,分租套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南區,臺中市南區工學北路８６號１０樓之５０,十層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,7500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
中區,臺中市中區中華路一段９９號八樓之６,八層,華廈(10層含以下有電梯),住家用,1,1,1,有,9500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區英士路９１號４樓之２,四層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,8000,,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
北區,臺中市北區三民路三段２６６號八樓之６,八層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,5400,,社會住宅包租代管案件租金市價打9折。,獨立套房,無,有,冷氣、熱水器、電視機、冰箱
北區,臺中市北區漢口路四段４９號七樓之８,七層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,16000,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區日興街１８８號,一層,店面(店鋪),店舖,0,1,1,無,32000,,租金總額含稅；租賃期間有約定不同租金114年9月1日到118年9月1日為32000元/月，118年9月2號到122年8月31日為33000元/月；,,有,有,熱水器、瓦斯或天然氣
北區,臺中市北區進化路５１３號６樓之２,六層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,18000,,,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
北區,臺中市北區三民路三段３１５巷３７號５樓之１,五層,華廈(10層含以下有電梯),住家用,4,2,2,無,13000,,,整棟(戶)出租,有,有,冷氣、熱水器、冰箱
北區,臺中市北區青島西街９８巷２號７樓,七層,華廈(10層含以下有電梯),住家用,3,2,2,有,19695,,管理費3305元/月,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區文華路１３８巷８號十樓之１３,十層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,8051,,租金總額含網路費；其他第四台；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
西屯區,臺中市西屯區逢甲路２１號五樓之１５,五層,華廈(10層含以下有電梯),住家用,1,0,1,有,6000,,社會住宅包租代管案件租金市價打9折。,獨立套房,無,有,冷氣、熱水器、網路
西屯區,臺中市西屯區文華路１３８巷８號七樓之１５,七層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,6591,,租金總額含網路費；,獨立套房,有,有,冷氣、熱水器、冰箱、網路
西屯區,臺中市西屯區西安街２７７巷２５弄２之２５號,一層,華廈(10層含以下有電梯),住家用,1,1,1,有,6600,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機
西屯區,臺中市西屯區文華路１３８巷８號三樓之１７,三層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,4487,,租金總額含網路費；其他第四台；,獨立套房,有,有,冷氣、熱水器、冰箱、網路
西屯區,臺中市西屯區文華路１６２巷４０號,見其他登記事項,店面(店鋪),店舖、辦公室,0,2,1,無,23000,,租金總額含管理費；租賃期間有約定不同租金115年9月1日~117年8月31日每月租金為24500元；,,有,有,瓦斯或天然氣
西屯區,臺中市西屯區華夏巷西五弄６３號二樓之７,二層,公寓(5樓含以下無電梯),住家用,1,1,1,有,9000,,續租案件；,獨立套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路
南屯區,臺中市南屯區保安三街１１７號七樓之１１,七層,住宅大樓(11層含以上有電梯),住家用,2,1,1,有,18000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
豐原區,臺中市豐原區忠孝街７９巷３０號,全,透天厝,住家用,7,7,7,有,14000,,,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路
豐原區,臺中市豐原區忠孝街７９巷３０號,全,透天厝,住家用,7,7,7,有,14000,,,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路
豐原區,臺中市豐原區安康路１號十三樓之１,十三層,住宅大樓(11層含以上有電梯),住家用,2,1,1,有,17000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
梧棲區,臺中市梧棲區港新一路６７號十八樓之１２,十八層,住宅大樓(11層含以上有電梯),集合住宅,2,1,1,有,16000,坡道平面,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
梧棲區,臺中市梧棲區四維中路２５２號十一樓之２,十一層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,19000,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
梧棲區,臺中市梧棲區八德路一段５９號２樓之２,二層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,13929,坡道平面,管理費2071元,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
梧棲區,臺中市梧棲區四維中路３３２號六樓之８,六層,住宅大樓(11層含以上有電梯),集合住宅,2,1,1,有,14500,坡道平面,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
清水區,臺中市清水區藝術街１２６號,全,透天厝,人行道、店舖、住房,0,0,0,無,20000,,本案租賃範圍包含增建部分，租賃面積共計50平方公尺租金總額含水費；含增建或未登記建物；,,無,無,
霧峰區,臺中市霧峰區中正路５２３號十樓之１,十層,華廈(10層含以下有電梯),集合住宅,6,0,6,有,6500,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
太平區,臺中市太平區永成北路２之９號,全,透天厝,停車空間、住宅、樓梯間,4,2,3,無,28000,,,整棟(戶)出租,無,無,熱水器、瓦斯或天然氣
龍井區,臺中市龍井區新興路２５巷２弄９號三樓之二,三層,公寓(5樓含以下無電梯),住家用,1,1,1,有,7900,,續租案件；,獨立套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱
龍井區,臺中市龍井區台灣大道５段３巷６２弄３７號,全,透天厝,住家用,59,1,59,有,4500,,租金總額含網路費；,分租套房,無,有,冷氣、熱水器、電視機、冰箱、網路
西區,臺中市西區美村路１段４３號３樓之３,三層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,11200,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西區,臺中市西區臺灣大道二段３００號６樓之２,六層,辦公商業大樓,商業用,0,0,2,無,72222,,租金總額含稅；未租賃車位，建物登記含有車位面積；,,有,有,冷氣
北區,臺中市北區錦中街２３之１２號,十三層,住宅大樓(11層含以上有電梯),集合住宅,4,1,2,有,19000,,續租案件；,整棟(戶)出租,無,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
